,city,state,shape,month,day,year,time,latitude,longitude ,duration (seconds),Airport Name,Airport Lat,Airport Lng
44336,miami,fl,circle,5,25,2012,0:00,25.7738889,-80.1938889,360,Ferrari Express,25.7750635,-80.19280119999999
44477,san diego,ca,light,5,26,2012,0:50,32.7152778,-117.1563889,60,San Diego International Airport,32.7338006,-117.1933038
44494,houston,tx,fireball,5,26,2012,22:55,29.7630556,-95.3630556,600,Yellow Cab Houston,29.7895795,-95.35374739999999
44657,portland,or,light,5,27,2012,21:24,45.5236111,-122.675,240,PGE Service Center Heliport,45.4958241,-122.6478189
44974,portland,or,triangle,5,29,2012,20:00,45.5236111,-122.675,3,PGE Service Center Heliport,45.4958241,-122.6478189
45396,las vegas,nv,fireball,5,3,2012,16:00,36.175,-115.1363889,600,Valley Hospital Medical Center Heliport,36.16337719999999,-115.1665905
45788,tucson,az,fireball,5,5,2012,20:20,32.2216667,-110.9258333,300,Helipad 1,32.2419859,-110.9464129
45806,tucson,az,changing,5,5,2012,23:30,32.2216667,-110.9258333,1200,Helipad 1,32.2419859,-110.9464129
46126,las vegas,nv,oval,5,7,2012,1:50,36.175,-115.1363889,600,Valley Hospital Medical Center Heliport,36.16337719999999,-115.1665905
46127,portland,or,egg,5,7,2012,20:35,45.5236111,-122.675,180,PGE Service Center Heliport,45.4958241,-122.6478189
46277,phoenix,az,sphere,5,8,2012,13:50,33.4483333,-112.07333329999999,10,Phoenix Mesa,33.44812590000001,-112.0740731
48167,los angeles,ca,fireball,6,12,2012,21:45,34.0522222,-118.2427778,1800,Los Angeles County Mens Detention Center - Main Jail Heliport,34.0602889,-118.2304514
48349,las vegas,nv,fireball,6,13,2012,23:46,36.175,-115.1363889,2,Valley Hospital Medical Center Heliport,36.16337719999999,-115.1665905
48531,las vegas,nv,cylinder,6,14,2012,3:30,36.175,-115.1363889,900,Valley Hospital Medical Center Heliport,36.16337719999999,-115.1665905
49427,seattle,wa,fireball,6,15,2012,22:15,47.6063889,-122.33083329999998,40,Port of Seattle,47.6138103,-122.3542749
49622,las vegas,nv,disk,6,16,2012,22:30,36.175,-115.1363889,14400,Valley Hospital Medical Center Heliport,36.16337719999999,-115.1665905
49627,san diego,ca,light,6,16,2012,23:00,32.7152778,-117.1563889,600,San Diego International Airport,32.7338006,-117.1933038
49826,chicago,il,light,6,17,2012,23:40,41.85,-87.65,30,helipad,41.8624053,-87.666196
50224,portland,or,cross,6,19,2012,21:44,45.5236111,-122.675,180,PGE Service Center Heliport,45.4958241,-122.6478189
50225,portland,or,fireball,6,19,2012,22:00,45.5236111,-122.675,300,PGE Service Center Heliport,45.4958241,-122.6478189
50898,chicago,il,rectangle,6,2,2012,14:00,41.85,-87.65,5,helipad,41.8624053,-87.666196
51090,miami,fl,formation,6,22,2012,20:45,25.7738889,-80.1938889,60,Ferrari Express,25.7750635,-80.19280119999999
51101,chicago,il,light,6,22,2012,21:58,41.85,-87.65,2040,helipad,41.8624053,-87.666196
51598,houston,tx,teardrop,6,24,2012,23:00,29.7630556,-95.3630556,2,Yellow Cab Houston,29.7895795,-95.35374739999999
52165,seattle,wa,egg,6,27,2012,2:15,47.6063889,-122.33083329999998,900,Port of Seattle,47.6138103,-122.3542749
52167,las vegas,nv,cigar,6,27,2012,10:00,36.175,-115.1363889,900,Valley Hospital Medical Center Heliport,36.16337719999999,-115.1665905
52183,seattle,wa,circle,6,27,2012,22:30,47.6063889,-122.33083329999998,240,Port of Seattle,47.6138103,-122.3542749
